cpt_code,cpt_name
L5985,LWR EXT DYNAMIC PROSTH PYLON
L5986,MULTI-AXIAL ROTATION UNIT
L5987,PR SHANK FT W VERT LOAD PYLON
L5988,PR VERTICAL SHOCK REDUCING PYLO
L5989,DELETED 2728
L5990,PR USER ADJUSTABLE HEEL HEIGHT
L5993,"HEAVY DUTY FEATURE, FOOT"
L5994,"HEAVY DUTY FEATURE, KNEE"
L5995,LOWER EXT PROS HEAVYDUTY FEA
L5999,LOWR EXTREMITY PROSTHES NOS
L6000,PAR HAND ROBIN-AIDS THUM REM
L6010,HAND ROBIN-AIDS LITTLE/RING
L6020,PART HAND NO FINGERS
L6025,PART HAND DISART MYOELECTRIC
L6026,PR PART HAND MYO EXCLU TERM DEV
L6050,PR WRST MLD SCK FLX HNG TRI PAD
L6055,PR WRST MOLD SOCK W/EXP INTERFA
L6100,ELB MOLD SOCK FLEX HINGE PAD
L6110,ELBOW MOLD SOCK SUSPENSION T
L6120,ELBOW MOLD DOUB SPLT SOC STE
L6130,ELBOW STUMP ACTIVATED LOCK H
L6200,ELBOW MOLD OUTSID LOCK HINGE
L6205,ELBOW MOLDED W/ EXPAND INTER
L6250,ELBOW INTER LOC ELBOW FORARM
L6300,PR SHLDER DISART INT LOCK ELBOW
L6310,PR SHOULDER PASSIVE RESTOR COMP
L6320,PR SHOULDER PASSIVE RESTOR CAP
L6350,PR THORACIC INTERN LOCK ELBOW
L6360,PR THORACIC PASSIVE RESTOR COMP
L6370,PR THORACIC PASSIVE RESTOR CAP
L6380,POSTOP DSG CAST CHG WRST/ELB
L6382,POSTOP DSG CAST CHG ELB DIS/
L6384,POSTOP DSG CAST CHG SHLDER/T
L6386,POSTOP EA CAST CHG & REALIGN
L6388,POSTOP APPLICAT RIGID DSG ON
L6400,BELOW ELBOW PROSTH TISS SHAP
L6450,ELB DISART PROSTH TISS SHAP
L6500,ABOVE ELBOW PROSTH TISS SHAP
L6550,PR SHLDR DISAR PROSTH TISS SHAP
L6570,PR SCAP THORAC PROSTH TISS SHAP
L6580,PR WRIST/ELBOW BOWDEN CABLE MOL
L6582,PR WRIST/ELBOW BOWDEN CBL DIR F
L6584,ELBOW FAIR LEAD CABLE MOLDED
L6586,ELBOW FAIR LEAD CABLE DIR FO
L6588,PR SHDR FAIR LEAD CABLE MOLDED
L6590,PR SHDR FAIR LEAD CABLE DIRECT
L6600,POLYCENTRIC HINGE PAIR
L6605,PR SINGLE PIVOT HINGE PAIR
L6610,FLEXIBLE METAL HINGE PAIR
L6611,"ADDITIONAL SWITCH, EXT POWER"
L6615,DISCONNECT LOCKING WRIST UNI
L6616,DISCONNECT INSERT LOCKING WR
L6620,FLEXION/EXTENSION WRIST UNIT
L6621,FLEX/EXT WRIST W/WO FRICTION
L6623,PR SPRING-ASS ROT WRST W/ LATCH
L6624,FLEX/EXT/ROTATION WRIST UNIT
L6625,PR ROTATION WRST W/ CABLE LOCK
L6628,PR QUICK DISCONN HOOK ADAPTER O
L6629,LAMINATION COLLAR W/ COUPLIN
L6630,PR STAINLESS STEEL ANY WRIST
L6632,LATEX SUSPENSION SLEEVE EACH
L6635,LIFT ASSIST FOR ELBOW
L6637,NUDGE CONTROL ELBOW LOCK
L6638,ELEC LOCK ON MANUAL PW ELBOW
L6639,HEAVY DUTY ELBOW FEATURE
L6640,PR SHOULDER ABDUCTION JOINT PAI
L6641,EXCURSION AMPLIFIER PULLEY T
L6642,EXCURSION AMPLIFIER LEVER TY
L6645,PR SHOULDER FLEXION-ABDUCTION J
L6646,MULTIPO LOCKING SHOULDER JNT
L6647,PR SHOULDER LOCK ACTUATOR
L6648,EXT PWRD SHLDER LOCK/UNLOCK
L6650,PR SHOULDER UNIVERSAL JOINT
L6655,PR STANDARD CONTROL CABLE EXTRA
L6660,HEAVY DUTY CONTROL CABLE
L6665,PR TEFLON OR EQUAL CABLE LINING
L6670,HOOK TO HAND CABLE ADAPTER
L6672,HARNESS CHEST/SHLDER SADDLE
L6675,HARNESS FIGURE OF 8 SING CON
L6676,HARNESS FIGURE OF 8 DUAL CON
L6677,PR UE TRIPLE CONTROL HARNESS
L6680,PR TEST SOCK WRIST DISART/BEL E
L6682,PR TEST SOCK ELBW DISART/ABOVE
L6684,PR TEST SOCKET SHLDR DISART/THO
L6686,PR SUCTION SOCKET
L6687,FRAME TYP SOCKET BEL ELBOW/W
L6688,FRAME TYP SOCK ABOVE ELB/DIS
L6689,FRAME TYP SOCKET SHOULDER DI
L6690,FRAME TYP SOCK INTERSCAP-THO
L6691,PR REMOVABLE INSERT EACH
L6692,PR SILICONE GEL INSERT OR EQUAL
L6693,LOCKINGELBOW FOREARM CNTRBAL
L6694,ELBOW SOCKET INS USE W/LOCK
L6695,ELBOW SOCKET INS USE W/O LCK
L6696,CUS ELBO SKT IN FOR CON/ATYP
L6697,CUS ELBO SKT IN NOT CON/ATYP
L6698,BELOW/ABOVE ELBOW LOCK MECH
L6700,PR TERMINAL DEVICE MODEL #3
L6703,"PR TERM DEV, PASSIVE HAND MITT"
L6704,"PR TERM DEV, SPORT/REC/WORK ATT"
L6705,PR TERMINAL DEVICE MODEL #5
L6706,PR TERM DEV MECH HOOK VOL OPEN
L6707,PR TERM DEV MECH HOOK VOL CLOSE
L6708,PR TERM DEV MECH HAND VOL OPEN
L6709,PR TERM DEV MECH HAND VOL CLOSE
L6710,PR TERMINAL DEVICE MODEL #5X
L6711,"PR PED TERM DEV, HOOK, VOL OPEN"
L6712,"PR PED TERM DEV, HOOK, VOL CLOS"
L6713,"PR PED TERM DEV, HAND, VOL OPEN"
L6714,"PR PED TERM DEV, HAND, VOL CLOS"
L6715,"PR TERM DEVICE, MULTI ART DIGIT"
L6720,PR TERMINAL DEVICE MODEL #6
L6721,"PR HOOK/HAND, HVY DTY, VOL OPEN"
L6722,"PR HOOK/HAND, HVY DTY, VOL CLOS"
L6725,PR TERMINAL DEVICE MODEL #7
L6730,PR TERMINAL DEVICE MODEL #7LO
L6735,PR TERMINAL DEVICE MODEL #8
L6740,PR TERMINAL DEVICE MODEL #8X
L6745,PR TERMINAL DEVICE MODEL #88X
L6750,PR TERMINAL DEVICE MODEL #10P
L6755,PR TERMINAL DEVICE MODEL #10X
L6765,PR TERMINAL DEVICE MODEL #12P
L6770,PR TERMINAL DEVICE MODEL #99X
L6775,PR TERMINAL DEVICE MODEL#555
L6780,PR TERMINAL DEVICE MODEL #SS555
L6790,PR HOOKS-ACCU HOOK OR EQUAL
L6795,PR HOOKS-2 LOAD OR EQUAL
L6800,PR HOOKS-APRL VC OR EQUAL
L6805,MODIFIER WRIST FLEXION UNIT
L6806,PR TRS GRIP VC OR EQUAL
L6807,PR TERM DEVICE GRIP1/2 OR EQUAL
L6808,PR TERM DEVICE INFANT OR CHILD
L6809,PR TRS SUPER SPORT PASSIVE
L6810,PINCHER TOOL OTTO BOCK OR EQ
L6825,PR HANDS DORRANCE VO
L6830,PR HAND APRL VC
L6835,PR HAND SIERRA VO
L6840,PR HAND BECKER IMPERIAL
L6845,PR HAND BECKER LOCK GRIP
L6850,PR TERM DVC-HAND BECKER PLYLITE
L6855,PR HAND ROBIN-AIDS VO
L6860,PR HAND ROBIN-AIDS VO SOFT
L6865,PR HAND PASSIVE HAND
L6867,PR HAND DETROIT INFANT HAND
L6868,PR PASSIVE INF HAND STEEPER/HOS
L6870,PR HAND CHILD MITT
L6872,PR HAND NYU CHILD HAND
L6873,PR HAND MECH INF STEEPER OR EQU
L6875,PR HAND BOCK VC
L6880,PR ELEC HAND IND ART DIGITS
L6881,AUTOGRASP FEATURE UL TERM DV
L6882,MICROPROCESSOR CONTROL UPLMB
L6883,PR REPLC SOCKT BELOW E/W DISA
L6884,PR REPLC SOCKT ABOVE ELBOW DISA
L6885,PR REPLC SOCKT SHLDR DIS/INTERC
L6890,PR PREFAB GLOVE FOR TERM DEVICE
L6895,CUSTOM GLOVE FOR TERM DEVICE
L6900,HAND RESTORAT THUMB/1 FINGER
L6905,HAND RESTORATION MULTIPLE FI
L6910,HAND RESTORATION NO FINGERS
L6915,HAND RESTORATION REPLACMNT G
L6920,PR WRIST DISARTICUL SWITCH CTRL
L6925,PR WRIST DISART MYOELECTRONIC C
L6930,BELOW ELBOW SWITCH CONTROL
L6935,BELOW ELBOW MYOELECTRONIC CT
L6940,ELBOW DISARTICULATION SWITCH
L6945,ELBOW DISART MYOELECTRONIC C
L6950,ABOVE ELBOW SWITCH CONTROL
L6955,ABOVE ELBOW MYOELECTRONIC CT
L6960,PR SHLDR DISARTIC SWITCH CONTRO
L6965,PR SHLDR DISARTIC MYOELECTRONIC
L6970,INTERSCAPULAR-THOR SWITCH CT
L6975,INTERSCAP-THOR MYOELECTRONIC
L7007,ADULT ELECTRIC HAND
L7008,PEDIATRIC ELECTRIC HAND
L7009,ADULT ELECTRIC HOOK
L7010,PR HAND OTTO BACK STEEPER/EQ SW
L7015,PR HAND SYS TEKNIK VILLAGE SWIT
L7020,PR ELECTRONIC GREIFER SWITCH CT
L7025,PR ELECTRON HAND MYOELECTRONIC
L7030,PR HAND SYS TEKNIK VILL MYOELEC
L7035,PR ELECTRON GREIFER MYOELECTRO
L7040,PR PREHENSILE ACTUATOR
L7045,ELECTRON HOOK CHILD MICHIGAN
L7170,ELECTRONIC ELBOW HOSMER SWIT
L7180,ELECTRONIC ELBOW SEQUENTIAL
L7181,ELECTRONIC ELBO SIMULTANEOUS
L7185,ELECTRON ELBOW ADOLESCENT SW
L7186,ELECTRON ELBOW CHILD SWITCH
L7190,ELBOW ADOLESCENT MYOELECTRON
L7191,ELBOW CHILD MYOELECTRONIC CT
L7259,PR Electronic wrist rotator any
L7260,ELECTRON WRIST ROTATOR OTTO
L7261,ELECTRON WRIST ROTATOR UTAH
L7266,PR SERVO CONTROL STEEPER OR EQU
L7272,ANALOGUE CONTROL UNB OR EQUA
L7274,PR PROPORTIONAL CTL 12 VOLT UTA
L7360,PR SIX VOLT BAT OTTO BOCK/EQ EA
L7362,BATTERY CHRGR SIX VOLT OTTO
L7364,PR TWELVE VOLT BATTERY UTAH/EQU
L7366,BATTERY CHRGR 12 VOLT UTAH/E
L7367,PR REPLACEMNT LITHIUM IONBATTER
L7368,LITHIUM ION BATTERY CHARGER
L7400,"ADD UE PROST BE/WD, ULTLITE"
L7401,ADD UE PROST A/E ULTLITE MAT
L7402,ADD UE PROST S/D ULTLITE MAT
L7403,ADD UE PROST B/E ACRYLIC
L7404,ADD UE PROST A/E ACRYLIC
L7405,ADD UE PROST S/D ACRYLIC
L7499,PR UPPER EXTREMITY PROSTHES NOS
L7500,PR PROSTHETIC DVC REPAIR HOURLY
L7510,PR PROSTHETIC DEVICE REPAIR REP
L7520,PR REPAIR PROSTHESIS PER 15 MIN
L7600,PR PROSTHETIC DONNING SLEEVE
L7611,"PED TERM DEV, HOOK, VOL OPEN"
L7612,"PED TERM DEV, HOOK, VOL CLOS"
L7613,"PED TERM DEV, HAND, VOL OPEN"
L7614,"PED TERM DEV, HAND, VOL CLOS"
L7621,"HOOK/HAND, HVY DTY, VOL OPEN"
L7622,"HOOK/HAND, HVY DTY, VOL CLOS"
L7700,PR PROS SOC INSERT GASKET/SEAL
L7900,MALE VACUUM ERECTION SYSTEM
L7902,"PR TENSION RING, VAC ERECT DEV"
L8000,MASTECTOMY BRA
L8001,BREAST PROSTHESIS BRA & FORM
L8002,BRST PRSTH BRA & BILAT FORM
L8010,MASTECTOMY SLEEVE
L8015,EXT BREASTPROSTHESIS GARMENT
L8020,MASTECTOMY FORM
L8030,PR BREAST PROSTHES W/O ADHESIVE
L8031,PR BREAST PROSTHESIS W ADHESIVE
L8032,PR REUSABLE NIPPLE PROSTHESIS
L8033,"PR NIPPLE PROSTHESIS CUSTOM, EA"
L8035,CUSTOM BREAST PROSTHESIS
L8039,BREAST PROSTHESIS NOS
L8040,NASAL PROSTHESIS
L8041,MIDFACIAL PROSTHESIS
L8042,ORBITAL PROSTHESIS
L8043,PR UPPER FACIAL PROSTHESIS
L8044,HEMI-FACIAL PROSTHESIS
L8045,AURICULAR PROSTHESIS
L8046,PARTIAL FACIAL PROSTHESIS
L8047,NASAL SEPTAL PROSTHESIS
L8048,PR UNSPEC MAXILLOFACIAL PROSTH
L8049,PR REPAIR MAXILLOFACIAL PROSTH
L8100,DELETED 2729
L8110,DELETED 2730
L8120,DELETED 2731
L8130,DELETED 2732
L8140,DELETED 2733
L8150,DELETED 2734
L8160,DELETED 2735
L8170,DELETED 2736
L8180,DELETED 2737
L8190,DELETED 2738
L8195,DELETED 2739
L8200,DELETED 2740
L8210,DELETED 2741
L8220,DELETED 2742
L8230,DELETED 2743
L8239,DELETED 2744
L8300,PR TRUSS SINGLE W/ STANDARD PAD
L8310,PR TRUSS DOUBLE W/ STANDARD PAD
L8320,PR TRUSS ADDITION TO STD PAD WA
L8330,PR TRUSS ADD TO STD PAD SCROTAL
L8400,PR SHEATH BELOW KNEE
L8410,PR SHEATH ABOVE KNEE
L8415,PR SHEATH UPPER LIMB
L8417,PR PROS SHEATH/SOCK W GEL CUSHN
L8420,"HB PROSTHETIC SOCK, BK MULTIPLE PLY EACH"
L8430,PR PROSTHETIC SOCK MULTI PLY AK
L8435,PR PROS SOCK MULTI PLY UPPER LM
L8440,PR SHRINKER BELOW KNEE
L8460,PR SHRINKER ABOVE KNEE
L8465,PR SHRINKER UPPER LIMB
L8470,"HB PROSTHETIC SOCK, BK SINGLE PLY"
L8480,PR PROS SOCK SINGLE PLY AK
L8485,PR PROS SOCK SINGLE PLY UPPER L
L8490,DELETED 2745
L8499,PR UNLISTED MISC PROSTHETIC SER
L8500,ARTIFICIAL LARYNX
L8501,CHRG TRACHEOSTOMY SPEAKING VALVE
L8505,"ARTIFICIAL LARYNX, ACCESSORY"
L8507,PR TRACH-ESOPH VOICE PROS PT IN
L8509,CHRG TRACH-ESOPH VOICE PROS MD IN 4 & 14 MM
L8510,PR VOICE AMPLIFIER
L8511,INDWELLING TRACH INSERT
L8512,GEL CAP FOR TRACH VOICE PROS
L8513,PR TRACH PROS CLEANING DEVICE
L8514,PR REPL TRACH PUNCTURE DILATOR
L8515,GEL CAP APP DEVICE FOR TRACH
L8600,Implant breast silicone/eq
L8603,COLLAGEN IMP URINARY 2.5 ML
L8604,PR DEXTRANOMER/HYALURONIC ACID
L8605,"INJECTABLE BULKING AGENT, DEXTRANOMER/HYALURONIC ACID COPO"
L8606,PR SYNTHETIC IMPLNT URINARY 1ML
L8607,PR INJ VOCAL CORD BULKING AGENT
L8608,PR ARG II EXT COM/SUP/ACC MISC
L8609,ARTIFICIAL CORNEA
L8610,OCULAR IMPLANT
L8611,CODE DELETED 1998
L8612,AQUEOUS SHUNT PROSTHESIS
L8613,OSSICULAR IMPLANT
L8614,COCHLEAR DEVICE/SYSTEM
L8615,"HEADSET/HEADPIECE FOR USE WITH COCHLEAR IMPLANT DEVICE, REPL"
L8616,"MICROPHONE FOR USE WITH COCHLEAR IMPLANT DEVICE, REPLACEMENT"
L8617,PR COCH IMPLANT TRANS COIL REPL
L8618,PR COCH IMPLANT TRAN CABLE REPL
L8619,PR COCH IMP EXT PROC/CONTR RPLC
L8621,PR REPL ZINC AIR BATTERY
L8622,"ALKALINE BATTERY FOR USE WITH COCHLEAR IMPLANT DEVICE, ANY S"
L8623,"LITH ION BATT CID,NON-EARLVL"
L8624,"PR LITH ION BATT CID, EAR LEVEL"
L8625,CODE DELETED 1998
L8626,CODE DELETED 1998
L8627,"COCHLEAR IMPLANT, EXTERNAL SPEECH PROCESSOR, COMPONENT, REPL"
L8628,"COCHLEAR IMPLANT, EXTERNAL CONTROLLER COMPONENT, REPLACEMENT"
L8629,PR CID TRANSMIT COIL AND CABLE
L8630,METACARPOPHALANGEAL IMPLANT
L8631,MCP JOINT REPL 2 PC OR MORE
L8640,CODE DELETED 1998
L8641,METATARSAL JOINT IMPLANT
L8642,HALLUX IMPLANT
L8655,CODE DELETED 1998
L8656,CODE DELETED 1998
L8657,CODE DELETED 1998
L8658,INTERPHALANGEAL JOINT SPACER
L8659,INTERPHALANGEAL JOINT REPL
L8670,HB - PMA #P030047 SAPPHIRE WW
L8679,Imp neurosti pls gn any type
L8680,"HC IMPLANT, NEUROSIM ELECTRODE EA"
L8681,PR PT PRGRM FOR IMPLT NEUROSTIM
L8682,IMPLT NEUROSTIM RADIOFQ REC
L8683,PR RADIOFQ TRSMTR FOR IMPLT NEU
L8684,PR RADIOF TRSMTR IMPLT SCRL NEU
L8685,IMPLT NROSTM PLS GEN SNG REC
L8686,IMPLT NROSTM PLS GEN SNG NON
L8687,IMPLT NROSTM PLS GEN DUA REC
L8688,IMPLT NROSTM PLS GEN DUA NON
L8689,EXTERNAL RECHARGING SYSTEM
L8690,"Auditory osseo dev, int/ext comp"
L8691,PR AOI SND PROC REPL EXCL ACTUA
L8692,PR NON-OSSEOINTEGRATED SND PROC
L8693,"PR AUD OSSEO DEV, ABUTMENT"
L8694,PR Aoi transducer/actuator repl
L8695,EXTERNAL RECHARG SYS EXTERN
L8696,PR EXT ANTENNA PHREN NERVE STIM
L8698,PR MISC USED WITH TOT ART HEART
L8699,PR PROSTHETIC IMPLANT NOS
L8701,PR POW UE ROM DEV EWH UPRT CUST
L8702,PR POW UE ROM DEV EWHF UPRT CUS
L9900,O&P SUPPLY/ACCESSORY/SERVICE
LAB10,AUTOPSY (COMPLETE) - GROSS ONLY
LAB11,AUTOPSY BRAIN ONLY
LAB12,ASPERGILLUS GALACTOMANNAN ANTIGEN
LAB13,"CYTOLOGY, NON GYN"
LAB14,ANA 8 PANEL
LAB15,BASIC METABOLIC PANEL
LAB16,CSF GLUCOSE
LAB17,COMP METABOLIC PANEL
LAB18,"LEGIONELLA DETECTION, DFA"
LAB19,MAIL OUT
LAB20,HEPATIC FUNCTION PANEL
LAB21,CARBAMAZEPINE (TEGRETOL)
LAB22,CARBAMAZEPINE LEVEL (FREE)
LAB23,DIGOXIN
LAB24,IMMUNOFIXATION ELECTROPHORESIS RANDOM URINE
LAB25,IMMUNE STATUS PANEL
LAB26,ANAL PAP SMEAR CYTOPATHOLOGY
LAB27,GENTAMICIN LEVEL
LAB28,GENTAMICIN LEVEL (PEAK)(CDH/DCH/KH/VWH)
LAB29,CLOPIDOGREL CYP2C19 GENOTYPE
LAB30,"DONOR, CHAGAS SCREEN WITH REFLEX"
LAB31,LUPUS ACTIVITY PANEL
LAB32,NMO-IGG AUTO ANTIBODY
LAB33,COXIELLA BURNETII IGG IGM IGA ANTIBODIES
LAB34,PORPHYRINS FRACTIONATED PLASMA
LAB35,NEOCOMPLETE PARANEOPLASTIC PROFILE WITH RECOMBX
LAB36,AUTOIMMUNE DISEASE PANEL
LAB37,HUMAN EPIDIDYMIS PROTEIN 4
LAB38,LAMBDA LIGHT CHAINS W/CALCULATION 24 HR URINE
LAB39,"VANCOMYCIN,TROUGH (CDH,DCH,KH,VWH,HH,MCH)"
LAB40,GLUCOSE 30 MIN LEVEL
LAB41,HEPATITIS A IGG
LAB42,CLOPIDOGREL METABOLISM
LAB43,ACETAMINOPHEN
LAB44,KETONES QUANT
LAB45,ALBUMIN LEVEL
LAB46,ALCOHOL BLOOD ETOH
LAB47,AMMONIA
LAB48,"AMYLASE, SERUM"
LAB49,BETA-2 MICROGLOBULIN
LAB4A,PAP TEST
LAB50,BILIRUBIN TOTAL
LAB51,BILIRUBIN NEONATAL
LAB52,BILIRUBIN DIRECT
LAB53,ARGININE VASOPRESSIN
LAB54,CALCIUM IONIZED (RESPIRATORY POC PERFORMED)
LAB55,CO2 TOTAL
LAB56,CARBOXYHEMOGLOBIN
LAB57,CEA
LAB58,CHLORAMPHENICOL LEVEL
LAB59,CHLORIDE
LAB5A,"CONVENTIONAL PAP (NWR,WEST)"
LAB60,CHOLESTEROL TOTAL
LAB61,CORTISOL
LAB62,CK
LAB63,CK/CK-MB
LAB64,CK ISOENZYMES
LAB65,"CREATININE, OTHER FLUID"
LAB66,COBALT LEVEL
LAB67,TITANIUM LEVEL
LAB68,CHROMIUM LEVEL
LAB69,FOLATE
LAB6A,BONE MARROW EXAM (NWR)
LAB70,CHRONIC LYMPHOCYTIC LEUKEMIA (CLL)
LAB71,"IGG,TOTAL"
LAB72,"CMV DNA, QUAL PCR, CSF/BLOOD"
LAB73,HYDATIDIFORM MOLE GENOTYPING
LAB74,DONOR 2ND HCV SCREEN
LAB75,"PH,VENOUS (KH/VWH)"
LAB76,"ACETYLCHOLINE RECEPTOR BLOCKING, AUTOANT"
LAB77,"POCT BLOOD GAS VENOUS, CORD (CDH/DCH)"
LAB78,"POCT BLOOD GAS LYTES,IONIZED CA"
LAB79,-POCT BLOOD GAS (CDH/DCH)
LAB80,GASTRIN
LAB81,GLUCOSE FASTING
LAB82,GLUCOSE RANDOM
LAB83,GLUCOSE 1 HR CHALLENGE
LAB84,"GTT - NON GESTATIONAL, 2 HOUR"
LAB85,GGT
LAB86,DIC PROFILE
LAB87,LUTEINIZING HORMONE
LAB88,"ACETYLCHOLINE RECEPTOR MODULATING, AUTOA"
LAB89,ALLERGEN PANEL - ADULT FOOD
LAB8C,AP TISSUE REQUEST (NMH/LFH)
LAB8E,SURGICAL PATHOLOGY
LAB90,"CALPROTECTIN, FECAL"
LAB91,"CRYPTOCOCCAL ANTIGEN, CSF"
LAB92,"ENTEROVIRUS RNA QUAL, PCR (BLOOD, CSF, S)"
LAB93,"HELICOBACTER PYLORI ANTIBODIES, IGG, IGM"
LAB94,HISTONE ANTIBODY
LAB95,"LACTIC ACID, SERUM"
LAB96,LDH
LAB97,LACTATE DEHYDROGENASE ISOENZYMES
LAB98,LEAD BLOOD (PEDIATRIC)
LAB99,"ESTRADIOL, SERUM"
LEG10,IMPLEMENT EMERGENCY HOLD
LEG13,PETITION AND CERTIFICATE
LEG14,INVOLUNTARY ADMISSION
LEG15,LEGAL STATUS
M0005,CODE DELETED 1998
M0006,CODE DELETED 1998
M0007,CODE DELETED 1998
M0008,CODE DELETED 1998
M0064,PR VISIT FOR DRUG MONITORING
M0075,CELLULAR THERAPY
M0076,PR PROLOTHERAPY
M0100,INTRAGASTRIC HYPOTHERMIA
M0101,CODE DELETED 1999
M0239,PR BAMLANIVIMAB-XXXX INFUSION
M0243,PR CASIRIVI AND IMDEVI INFUSION
M0245,HB MONOCLONAL ANTIBODY COVID-19 INFUSION BAMLAN AND ETESEV
M0300,IV CHELATIONTHERAPY
M0301,FABRIC WRAPPING OF ANEURYSM
M0302,DELETED 2005
M1000,PR PAIN SCR AS MOD TO SEVR
M1001,PR PLN TO ADRS PAIN DOC
M1002,PR PLN TO ADRS PAIN NOT DOC
M1003,PR TB SCR 12 MO PRI FST BIO DZ
M1004,PR DOC MED RSN NO SRN TB
M1005,PR TB SCR NO PERF
M1006,"PR DZ NOT ASES, NO RSN"
M1007,PR >=50% TOTAL PT OUTPT RA ENCT
M1008,PR <50% TOTAL PT OUTPT RA ENCTS
M1009,PR DC EOC DOC MED REC
M1010,PR DC EOC DOC MED REC
M1011,PR DC EOC DOC MED REC
M1012,PR DC EOC DOC MED REC
M1013,PR DC EOC DOC MED REC
M1014,PR DC EPI CARE DOC MEDREC
M1015,PR DC EOC DOC MED REC
M1016,PR PT DX MEOP OR SUR STERI
M1017,PR PT ADMT TO PALITVE SERV
M1018,PR PT DX HST CR PT SK LG CR SCR
M1019,PR ADL PT MJ DEP DS RS 12 PHQ<5
M1020,PR ADL PT MJ DEP DS NO RS 12 MO
M1021,PR PT UC IN PP
M1022,PR PT HOSPICE DURING PERF PD
M1023,PR ADL PT MJ DEP DS RS 6 PHQ<5
M1024,PR ADL PT MJ DEP DS NO RS 6 MO
M1025,PR PT HOSPICE DURING PERF PD
M1026,PR PT HOSPICE DURING PERF PD
M1027,PR IMG HEAD (CT OR MRI) OBTND
M1028,PR DOC OF PT PRM HDA DX AND OTR
M1029,PR DOC SYSM RSN IMG HD
M1030,PR PT CLIN IND IMG HD
M1031,PR PT CLIN IND IMG HD
M1032,PR ADT TKNG PHARMTHRY FOR OUD
M1033,PR PHARMTHRY FOR OUD AFR 6.30
M1034,PR ADT 180 DYS PHARMTHRY OUD
M1035,PR ADT PD OUT MAT PR 180 DYS TX
M1036,PR ADT NO 180 DYS PHARMTHRY OUD
M1037,PR PT DX LUM SP REG CACR
M1038,PR PT DX LUM SP REG FRACT
M1039,PR PT DX LUM SP REG INF
M1040,PR PT DX LUM IDI OR CONG SCOL
M1041,PR PT CR FT INF LM OR PT ID SL
M1042,PR FTL ST MEA SCO OT ODI 3 MO
M1043,PR FS NO ODI 9-15MO
M1044,PR FTL ST MEA ODI 3 MO
M1045,PR FS OKS 9-15MO >= 37 >= 71
M1046,PR FS OKS 9-15MO < 37 < 71
M1047,PR FS MSRD OKS PRE AND POST
M1048,PR FSM WTH SCR ODI PRE AND POST
M1049,PR FS WTH SCR NO ODI PRE AND P
M1050,PR FS MSRD ODI PRE AND POST
M1051,PR PT W/CANCER SCOLIOSIS
M1052,PR LG PN NOT MEAS W/ VAS 1YR PO
M1053,PR PRE AND POST VAS WTHN 3 MOS
M1054,PR PT UC IN PP
M1055,PR ASPIRIN USED
M1056,PR PRESC ANTICO MED IN PP
M1057,"PR ASPIRIN NOT USED, NO RSN"
M1058,PR PT PRM NURS HM RES IN PP
M1059,PR PT NO PRM NURS HM RES IN PP
M1060,PR PT DIED IN PP
M1061,PR PT PREG
M1062,PR PT IMCOMPRMD
M1063,PR PT REC HG DOS IMSUP THPY
M1064,PR SHING VAC DOC ADM OR PV REC
M1065,PR SHING VAC NO ADM CLINC RSN
M1066,PR SHING VAC NO DOC NO RSN
M1067,PR HSPC PT PRV TIME MEAM PER
M1068,PR PT NOT AMBULATORY
M1069,PR PT SCR FT FALL RSK
M1070,PR PT NOT SCRN FUT FALL NO RSN
M1071,PR PT HAD ADD'L SP PCR PERF
M1106,PR START EOC DOC MED REC
M1107,PR DOCU DX DEGEN NEURO
M1108,PR OC NI PT HOME PROG
M1109,PR OC NI PT DC
M1110,PR OC NOT P PT SELFDC
M1111,PR START EOC DOC MED REC
M1112,PR DOCU DX DEGEN NEURO
M1113,PR OC NI PT HOME PROG
M1114,PR OC NI PT DC
M1115,PR OC NI PT SELFDC
M1116,PR START EOC DOC MED REC
M1117,PR DOCU DX DEGEN NEURO
M1118,PR OC NI PT HOME PROG
M1119,PR OC NI PT DC
M1120,PR OC NI PT SELFDC
M1121,PR START EOC DOC MED REC
M1122,PR DOCU DX DEGEN NEURO
M1123,PR OC NI PT HOME PROG
M1124,PR OC NI PT DC 1-2 VIS
M1125,PR OC NI PT SELFDC 1-2 VIS
M1126,PR START EOC DOC MED REC
M1127,PR DOCU DX DEGEN NEURO
M1128,PR OC NI PT HOME PROG
M1129,PR OC NI PT DC
M1130,PR OC NI PT SELFDC
M1131,PR DOCU DX DEGEN NEURO
M1132,PR OC NI PT HOME PROG
M1133,PR OC NI PT DC
M1134,PR OC NI PT SELFDC
M1135,PR START EOC DOC MED REC
M1136,PR START EOC DOC MED REC
M1137,PR DOCU DX DEGEN NEURO
M1138,PR OC NI PT 1-2 VIS
M1139,PR OC NI PT SELF DC 1-2 VIS
M1140,PR OC NI PT DC 1-2 VIS
M1141,PR FS NO OKS
M1142,PR EMERGE CASES
M1143,PR NI REHAB MED CHIRO
M1144,PR OC NO IND PT 1-2 VIS
M1145,"HB MFN DRUG ADD-ON, PER DOSE"
M1146,PR ONGOING CARE NOT IND
M1147,PR CARE NOT POSS MED RSN
M1148,PR PT SELF DSCHG
M1149,PR NO NECK FS PROM INCAP
MCR06,"MICRODERMABRASION, 6 PACK"
MM100,MAMMOGRAMS
MR100,MRI'S
MYC10,MYCHART PEF GLUCOSE DEVICE
MYC11,MYCHART WEIGHT FLOWSHEET
